PIN,SBL,OBJECTID,Shape__Area,Shape__Length
166.15-6-1,16601500060010000000,14938,2331.33203125,202.010703529219
166.15-6-10,16601500060100000000,14939,2148.234375,199.382697663012
166.15-6-11,16601500060110000000,14940,862.82421875,147.367073645065
166.15-6-12,16601500060120000000,14941,3680.0859375,273.54108236939
166.15-6-15,16601500060150000000,14942,1006.69921875,128.248672999307
166.15-6-16,16601500060160000000,14943,755.04296875,114.38101121848
166.15-6-17,16601500060170000000,14944,1933.2421875,179.164624710018
166.15-6-18,16601500060180000000,14945,1294.8203125,171.302500031941
166.15-6-19,16601500060190000000,14946,1079.63671875,141.596268532505
166.15-6-2,16601500060020000000,14947,689.63671875,109.254612879812
166.15-6-20,16601500060200000000,14948,409.515625,92.9794477585546
166.15-6-21,16601500060210000000,14949,353.47265625,105.115259821283
166.15-6-22,16601500060220000000,14950,398.0078125,106.641823659824
166.15-6-23,16601500060230000000,14951,339.58984375,104.021785865681
166.15-6-24,16601500060240000000,14952,336.203125,103.882469165141
166.15-6-25,16601500060250000000,14953,494.6328125,113.209756983722
166.15-6-26,16601500060260000000,14954,718.94921875,116.213398323678
166.15-6-27,16601500060270000000,14955,1700.07421875,164.989584618066
166.15-6-28,16601500060280000000,14956,1203.88671875,140.931533941142
166.15-6-29,16601500060290000000,14957,1211.8203125,141.592879362137
166.15-6-3,16601500060030000000,14958,1423.77734375,161.235752074365
166.15-6-30,16601500060300000000,14959,1732.83203125,166.79034225395
166.15-6-31,16601500060310000000,14960,919.75,129.324656100719
166.15-6-32,16601500060320000000,14961,1010.35546875,131.258900926942
166.15-6-33,16601500060330000000,14962,2469.41796875,199.443633272928
166.15-6-34,16601500060340000000,14963,1381.47265625,180.255115955782
166.15-6-35,16601500060350000000,14964,1319.78515625,148.749009320452
166.15-6-36,16601500060360000000,14965,938.50390625,132.076292656407
166.15-6-37,16601500060370000000,14966,1129.1640625,140.664968620045
166.15-6-38,16601500060380000000,14967,1816.75390625,190.719500540741
166.15-6-39,16601500060390000000,14968,1018.13671875,141.568937820438
166.15-6-4,16601500060040000000,14969,1035.953125,132.513751014114
166.15-6-40,16601500060400000000,14970,1424.6875,160.506128869052
166.15-6-41,16601500060410000000,14971,1321.3515625,162.284448565143
166.15-6-42,16601500060420000000,14972,3066.30859375,244.427049102217
166.15-6-43,16601500060430000000,14973,2512.5703125,233.756233957993
166.15-6-44,16601500060440000000,14974,1890.19921875,229.854272069948
166.15-6-45,16601500060450000000,14975,1452.61328125,167.267163581012
166.15-6-46,16601500060460000000,14976,966.5625,153.754652044995
166.15-6-47,16601500060470000000,14977,971.421875,127.862289809487
166.15-6-48,16601500060480000000,14978,690.109375,109.173121169786
166.15-6-49,16601500060490000000,14979,752.828125,111.68185713007
166.15-6-5,16601500060050000000,14980,1227.8671875,159.342934852226
166.15-6-50,16601500060500000000,14981,1213.2890625,165.330716093926
166.15-6-51,16601500060510000000,14982,2440.9765625,229.484121250228
166.15-6-53,16601500060530000000,14983,2291.8984375,216.692093689539
166.15-6-54,16601500060540000000,14984,1614.734375,200.624611371913
166.15-6-55,16601500060550000000,14985,1638.90234375,201.897037168588
166.15-6-56,16601500060560000000,14986,1763.328125,197.276303227665
166.15-6-57,16601500060570000000,14987,1109.171875,180.292537641668
166.15-6-58,16601500060580000000,14988,3048.32421875,246.095026758352
166.15-6-59,16601500060590000000,14989,1849.6015625,221.192608097159
166.15-6-6,16601500060060000000,14990,1303.01171875,163.913635261032
166.15-6-60,16601500060600000000,14991,1843.33203125,208.880688969891
166.15-6-61,16601500060610000000,14992,2143.49609375,218.824427084304
166.15-6-62,16601500060620000000,14993,2097.9609375,218.539376370605
166.15-6-7,16601500060070000000,14994,2935,259.018812009021
166.15-6-8,16601500060080000000,14995,936.1484375,135.301266428602
166.15-6-9,16601500060090000000,14996,2160.5703125,209.669434685933
166.15-7-1,16601500070010000000,14997,3458.35546875,252.665812671983
166.15-7-10,16601500070100000000,14998,1697.70703125,213.775708821561
166.15-7-11,16601500070110000000,14999,1809.12890625,216.881981530067
166.15-7-12,16601500070120000000,15000,1440.359375,201.372851447789
166.15-7-13,16601500070130000000,15001,1966.6875,214.144254967469
166.15-7-14,16601500070140000000,15002,1841.59765625,187.596066530744
166.15-7-15,16601500070150000000,15003,990.56640625,148.125042543382
166.15-7-16.2,16601500070160200000,15004,1213.87890625,160.589271729781
166.15-7-17,16601500070170000000,15005,1670.9609375,174.214209666674
166.15-7-18,16601500070180000000,15006,1242.78515625,152.165192753493
166.15-7-19,16601500070190000000,15007,1953.09375,196.472975066588
166.15-7-2,16601500070020000000,15008,2286.40625,218.200588266502
166.15-7-20,16601500070200000000,15009,1694.2421875,173.054046851585
166.15-7-21,16601500070210000000,15010,1980.6640625,203.632409722939
166.15-7-22,16601500070220000000,15011,7788.5625,371.312910013395
166.15-7-25,16601500070250000000,15012,1591.109375,197.478475882092
166.15-7-26,16601500070260000000,15013,3697.32421875,251.82223129654
166.15-7-27,16601500070270000000,15014,2008.5078125,210.381057746365
166.15-7-28,16601500070280000000,15015,1630.0078125,171.134207288611
166.15-7-29,16601500070290000000,15016,603.50390625,98.3575993048586
166.15-7-3,16601500070030000000,15017,1650.33984375,175.049564204038
166.15-7-30,16601500070300000000,15018,698.92578125,108.907372136206
166.15-7-33,16601500070330000000,15019,542.9765625,94.6695300091184
166.15-7-34,16601500070340000000,15020,860.26171875,154.985422669749
166.15-7-35,16601500070350000000,15021,3211.30859375,236.37966326103
166.15-7-36,16601500070360000000,15022,1766.94140625,203.094818007658
166.15-7-37,16601500070370000000,15023,1089.3203125,132.136199922777
166.15-7-38,16601500070380000000,15024,669.61328125,106.216494690954
166.15-7-39,16601500070390000000,15025,477.734375,90.1037440030709
166.15-7-4,16601500070040000000,15026,2279.6796875,210.840113644114
166.15-7-40,16601500070400000000,15027,1430.13671875,183.542811947355
166.15-7-5,16601500070050000000,15028,2211.37890625,237.655236522419
166.15-7-6,16601500070060000000,15029,3019.79296875,254.702286362977
166.15-7-7,16601500070070000000,15030,2586.2890625,245.83736167488
166.15-7-8.1,16601500070080010000,15031,1577.046875,209.748525969486
166.15-7-8.2,16601500070080020000,15032,166.18359375,54.1774555740756
166.15-7-9.1,16601500070090010000,15033,3174.484375,246.98981184513
166.15-7-9.2,16601500070090020000,15034,340.75,92.6084272070851
166.16-1-1,16601600010010000000,15035,13359.30859375,468.085407549649
166.16-1-10,16601600010100000000,15036,1733.86328125,212.485494080884
166.16-1-11,16601600010110000000,15037,1599.21875,184.291482629483
166.16-1-12,16601600010120000000,15038,3586.859375,242.671788512605
166.16-1-13,16601600010130000000,15039,1358.53125,159.400023064095
166.16-1-14,16601600010140000000,15040,1015.11328125,130.382785904475
166.16-1-15,16601600010150000000,15041,2910.96875,233.855863011774
166.16-1-16,16601600010160000000,15042,1189.2578125,182.241395119922
166.16-1-17.1,16601600010170010000,15043,832.9921875,164.456599063359
166.16-1-17.2,16601600010170020000,15044,487.3359375,153.809707643051
166.16-1-18,16601600010180000000,15045,1921.38671875,194.382333292021
166.16-1-19,16601600010190000000,15046,1351.3828125,159.009747227579
166.16-1-2.1,16601600010020010000,15047,23296.046875,811.542546617277
166.16-1-2.2,16601600010020020000,15048,3939.65234375,251.62167368343
166.16-1-20,16601600010200000000,15049,1566.390625,166.586109706347
166.16-1-21,16601600010210000000,15050,1734.13671875,178.667021379685
166.16-1-22,16601600010220000000,15051,3354.359375,259.209065626019
166.16-1-23,16601600010230000000,15052,2061.609375,249.259050392187
166.16-1-24,16601600010240000000,15053,1646.2109375,171.072204019519
166.16-1-25,16601600010250000000,15054,1683.28515625,172.276159369296
166.16-1-26,16601600010260000000,15055,1611.58203125,184.95567914993
166.16-1-27,16601600010270000000,15056,1595.8046875,183.995351277358
166.16-1-28,16601600010280000000,15057,2382.6484375,301.273907437671
166.16-1-29,16601600010290000000,15058,5013.6171875,317.738242812079
166.16-1-3,16601600010030000000,15059,2622.96875,206.833549688956
166.16-1-30,16601600010300000000,15060,3429.43359375,258.201754900124
166.16-1-31,16601600010310000000,15061,1873.984375,193.465682366304
166.16-1-32,16601600010320000000,15062,1602.15234375,161.74942749753
166.16-1-33,16601600010330000000,15063,2219.6640625,184.888064837935
166.16-1-34,16601600010340000000,15064,1976.0390625,199.014562943319
166.16-1-35,16601600010350000000,15065,5306.3046875,414.48634386791
166.16-1-36,16601600010360000000,15066,1926.80078125,195.830032308825
166.16-1-37,16601600010370000000,15067,1539.9609375,190.594263062337
166.16-1-38,16601600010380000000,15068,1682.08984375,189.134505844191
166.16-1-39,16601600010390000000,15069,3372.33984375,259.94766023613
166.16-1-4,16601600010040000000,15070,3277.0546875,236.710920373616
166.16-1-40.1,16601600010400100000,15071,2871.7734375,261.992380168194
166.16-1-40.2,16601600010400200000,15072,899.3203125,127.474422414302
166.16-1-41,16601600010410000000,15073,890.36328125,124.593305135483
166.16-1-42,16601600010420000000,15074,832.015625,122.192040898918
166.16-1-43,16601600010430000000,15075,1810.11328125,184.631744638097
166.16-1-44,16601600010440000000,15076,3631.80078125,289.231650265483
166.16-1-45,16601600010450000000,15077,8354.0703125,408.685349312816
166.16-1-46,16601600010460000000,15078,2536.078125,203.095201156444
166.16-1-47,16601600010470000000,15079,854.0390625,124.189702930212
166.16-1-48,16601600010480000000,15080,957.19921875,130.182136972501
166.16-1-49,16601600010490000000,15081,2583.890625,206.536212704328
166.16-1-5,16601600010050000000,15082,1573.9296875,178.456643896405
166.16-1-50,16601600010500000000,15083,1178.84375,174.571241471905
166.16-1-51,16601600010510000000,15084,2361.7578125,198.9482472265
166.16-1-52,16601600010520000000,15085,2433.171875,273.762095996747
166.16-1-6,16601600010060000000,15086,740.13671875,108.88566493016
166.16-1-7,16601600010070000000,15087,1148.546875,136.922996480954
166.16-1-8,16601600010080000000,15088,3242.83984375,311.967108352151
166.16-1-9,16601600010090000000,15089,1265.42578125,157.268337965151
166.16-2-1,16601600020010000000,15090,4044.85546875,299.999360368739
166.16-2-10,16601600020100000000,15091,3620.1875,273.427082817425
166.16-2-11.1,16601600020110010000,15092,5543.49609375,322.987521020426
166.16-2-11.2,16601600020110020000,15093,1516.375,156.734729497442
166.16-2-12,16601600020120000000,15094,1926.54296875,178.531414032561
166.16-2-13,16601600020130000000,15095,925.91796875,127.692486118032
166.16-2-14,16601600020140000000,15096,4634.28125,309.798959896512
166.16-2-15,16601600020150000000,15097,2440.625,202.423229009902
166.16-2-16,16601600020160000000,15098,1136.9609375,161.619126238523
166.16-2-17,16601600020170000000,15099,1538.33984375,172.114446107735
166.16-2-18,16601600020180000000,15100,1449.56640625,168.483121224049
166.16-2-19,16601600020190000000,15101,1452.078125,167.878320830661
166.16-2-2,16601600020020000000,15102,2978.36328125,250.188132220427
166.16-2-20,16601600020200000000,15103,1565.11328125,171.015934749844
166.16-2-21,16601600020210000000,15104,1585.15234375,171.032846090151
166.16-2-22,16601600020220000000,15105,1629.7421875,172.420385399564
166.16-2-23,16601600020230000000,15106,1557.2578125,170.194005246046
166.16-2-24,16601600020240000000,15107,1090.6171875,155.23037205297
166.16-2-25,16601600020250000000,15108,1371.14453125,165.55999970066
166.16-2-26,16601600020260000000,15109,1484.12109375,170.279167618416
166.16-2-27,16601600020270000000,15110,1705.75,178.921478973401
166.16-2-28,16601600020280000000,15111,2028.08203125,192.024496180609
166.16-2-29,16601600020290000000,15112,5743.5390625,307.614153509953
166.16-2-3,16601600020030000000,15113,2316.03125,240.255705426553
166.16-2-30,16601600020300000000,15114,3439.69140625,297.019949211854
166.16-2-31,16601600020310000000,15115,3145.578125,290.705487370399
166.16-2-32,16601600020320000000,15116,1847.62109375,176.948158879742
166.16-2-33,16601600020330000000,15117,755.50390625,112.127606847095
166.16-2-34,16601600020340000000,15118,689.7421875,108.243671799571
166.16-2-35,16601600020350000000,15119,685.38671875,107.965490611206
166.16-2-36,16601600020360000000,15120,2124.1953125,226.352954181434
166.16-2-37,16601600020370000000,15121,1979.9140625,217.347834243153
166.16-2-38,16601600020380000000,15122,1902.08984375,210.054272829686
166.16-2-39,16601600020390000000,15123,1778.79296875,201.767048844608
166.16-2-4,16601600020040000000,15124,3783.27734375,326.696577352508
166.16-2-40,16601600020400000000,15125,1727.36328125,195.242048363327
166.16-2-41,16601600020410000000,15126,1743.671875,192.81826738418
166.16-2-42,16601600020420000000,15127,1681.9296875,188.562000523231
166.16-2-43,16601600020430000000,15128,1581.578125,183.008469413948
166.16-2-44,16601600020440000000,15129,1682.8671875,183.521329829949
166.16-2-45,16601600020450000000,15130,1643.1015625,179.431971029591
166.16-2-46,16601600020460000000,15131,1310.23046875,157.138671238345
166.16-2-47,16601600020470000000,15132,1483.8515625,167.311927577323
166.16-2-48,16601600020480000000,15133,6953.92578125,419.415556118114
166.16-2-49.1,16601600020490100000,15134,8535.27734375,381.974963812639
166.16-2-50.1,16601600020500010000,15135,1903.625,175.511081887513
166.16-2-50.2,16601600020500020000,15136,2873.0625,233.826587941532
166.16-2-51,16601600020510000000,15137,3415.21484375,240.382852323161
166.16-2-52,16601600020520000000,15138,2533.5390625,202.919271075986
166.16-2-53,16601600020530000000,15139,1980.90625,209.174139109838
166.16-2-54,16601600020540000000,15140,3876.71875,262.401329971883
166.16-2-55,16601600020550000000,15141,1630.546875,188.30411465443
166.16-2-56,16601600020560000000,15142,1645.93359375,188.509191892929
166.16-2-57,16601600020570000000,15143,4944.59765625,303.784894800551
166.16-2-58,16601600020580000000,15144,901.3125,133.948327965599
166.16-2-59,16601600020590000000,15145,910.3828125,133.925730201736
166.16-2-6,16601600020060000000,15146,15556.421875,636.674113674004
166.16-2-60,16601600020600000000,15147,3664.91796875,249.746960471315
166.16-2-61,16601600020610000000,15148,3378.98046875,287.22165706692
166.16-2-62,16601600020620000000,15149,3273.8046875,283.818341484019
166.16-2-64,16601600020640000000,15150,1047.046875,135.608725122203
166.16-2-7,16601600020070000000,15151,8781.12109375,404.464687961366
166.16-2-9,16601600020090000000,15152,2198.55859375,195.125290058696
166.16-3-1,16601600030010000000,15153,733.37109375,148.914022600439
166.16-3-10.1,16601600030100010000,15154,16171.6640625,648.781211101654
166.16-3-12.1,16601600030120010000,15155,2063.54296875,192.290923487061
166.16-3-13,16601600030130000000,15156,2394.68359375,202.382706943809
166.16-3-14,16601600030140000000,15157,1850.00390625,192.321679824853
166.16-3-15,16601600030150000000,15158,1327.4609375,177.637029498784
166.16-3-16,16601600030160000000,15159,1422.06640625,181.524603972009
166.16-3-17,16601600030170000000,15160,4712.4375,336.791138265621
166.16-3-18,16601600030180000000,15161,3110.921875,298.432466155991
166.16-3-2,16601600030020000000,15162,1683.3359375,170.28278573902
166.16-3-20,16601600030200000000,15163,5980.015625,359.549285065865
166.16-3-23,16601600030230000000,15164,4566.7265625,285.73143983791
166.16-3-24,16601600030240000000,15165,3244.7890625,245.154595556844
166.16-3-25.11,16601600030250110000,15166,5419.9609375,294.711609162401
166.16-3-26,16601600030260000000,15167,7926.14453125,376.920789372672
166.16-3-27,16601600030270000000,15168,3896.921875,356.918282695838
166.16-3-28,16601600030280000000,15169,1079.75390625,145.502353656439
166.16-3-29,16601600030290000000,15170,1066.54296875,144.720737927744
166.16-3-3,16601600030030000000,15171,826.953125,131.67282838104
166.16-3-30,16601600030300000000,15172,2119.37890625,198.069862638687
166.16-3-31,16601600030310000000,15173,1041.73828125,135.281124088181
166.16-3-32,16601600030320000000,15174,993.359375,143.647419232692
166.16-3-33.1,16601600030330010000,15175,546.02734375,128.706443631997
166.16-3-33.2,16601600030330020000,15176,1496.6484375,195.837333973095
166.16-3-34,16601600030340000000,15177,20349.0703125,651.369236430368
166.16-3-35,16601600030350000000,15178,12561.31640625,491.045736976919
166.16-3-36.1,16601600030360100000,15179,13666.07421875,497.7136315787
166.16-3-36.2,16601600030360200000,15180,33468.85546875,823.390011141108
166.16-3-37,16601600030370000000,15181,2523.03125,238.275232900571
166.16-3-38,16601600030380000000,15182,2165.37109375,213.990428537513
166.16-3-39,16601600030390000000,15183,1654.4609375,201.017643749684
166.16-3-40,16601600030400000000,15184,328.20703125,72.8237301700966
166.16-3-41,16601600030410000000,15185,583.4375,103.151847222681
166.16-3-43,16601600030430000000,15186,65479.51171875,1046.20279301634
166.16-3-44,16601600030440000000,15187,14051.3984375,599.236966479722
166.16-3-45,16601600030450000000,15188,36888.921875,2382.73662561911
166.16-3-46.1,16601600030460010000,15189,48919.93359375,1168.5666808162
166.16-3-46.2,16601600030460020000,15190,49981.19921875,1468.0379643676
166.16-3-47,16601600030470000000,15191,4673.63671875,276.0659236784
166.16-3-48.1,16601600030480100000,15192,1597.41015625,196.542717510166
166.16-3-48.2,16601600030480200000,15193,1602.62890625,197.050951524783
166.16-3-49,16601600030490000000,15194,1559.5859375,202.894637637675
166.16-3-5,16601600030050000000,15195,3388.3125,323.767492574943
166.16-3-50,16601600030500000000,15196,4150.796875,371.238058512598
166.16-3-51,16601600030510000000,15197,3585.83203125,364.541363111568
166.16-3-52,16601600030520000000,15198,3154.19921875,351.982599516432
166.16-3-54,16601600030540000000,15199,4702.0859375,333.053291995216
166.16-3-55,16601600030550000000,15200,3460.76953125,257.67971674688
166.16-3-56,16601600030560000000,15201,751.00390625,119.511687790497
166.16-3-58,16601600030580000000,15202,2242.2578125,212.07107119198
166.16-3-59,16601600030590000000,15203,1164.4921875,152.542020477371
166.16-3-6,16601600030060000000,15204,3062.5,237.522411582275
166.16-3-60.1,16601600030600010000,15205,2006.98046875,183.449534283989
166.16-3-60.2,16601600030600020000,15206,322.54296875,123.591340675623
166.16-3-61,16601600030610000000,15207,2233.3515625,249.705408089108
166.16-3-62,16601600030620000000,15208,3187.23828125,313.802963770755
166.16-3-63,16601600030630000000,15209,3862.31640625,314.14659385702
166.16-3-64,16601600030640000000,15210,3079.25,300.160181321768
166.16-3-65,16601600030650000000,15211,2830.27734375,295.118755049755
166.16-3-66,16601600030660000000,15212,1953.08203125,248.027956633877
166.16-3-67,16601600030670000000,15213,1230.1015625,148.672310133624
166.16-3-68,16601600030680000000,15214,1067.5234375,141.320596971699
166.16-3-69,16601600030690000000,15215,3269.69140625,230.186947849574
166.16-3-7,16601600030070000000,15216,2271.5703125,210.885572198419
166.16-3-70,16601600030700000000,15217,5130.046875,310.114067787693
166.16-3-71,16601600030710000000,15218,3617.53125,241.866560430806
166.16-3-72,16601600030720000000,15219,3119.10546875,224.383908668955
166.16-3-73,16601600030730000000,15220,30262.4375,758.68644262853
166.16-3-74,16601600030740000000,15221,40593.46484375,1019.41250359658
166.16-3-75,16601600030750000000,15222,4479.58984375,270.800575754581
166.16-3-76,16601600030760000000,15223,1048.42578125,140.336663767141
166.16-3-77,16601600030770000000,15224,1449.7734375,156.907951160433
166.16-3-78,16601600030780000000,15225,2481.7421875,199.314352378398
166.16-3-79,16601600030790000000,15226,4311.6328125,315.283005641926
166.16-3-8,16601600030080000000,15227,909.19921875,129.066796937667
166.16-3-80,16601600030800000000,15228,3052.8515625,221.817998250942
166.16-3-81,16601600030810000000,15229,1132.33984375,148.263733430958
166.16-3-82,16601600030820000000,15230,1015.4453125,140.124023572059
166.16-3-83,16601600030830000000,15231,1015.44140625,140.123919587057
166.16-3-84,16601600030840000000,15232,1346.3828125,183.82620124844
166.16-3-85,16601600030850000000,15233,1015.4375,140.123318038804
166.16-3-86,16601600030860000000,15234,2030.875,181.083714566172
166.16-3-87,16601600030870000000,15235,1015.4375,140.123510081701
166.16-3-88,16601600030880000000,15236,1421.61328125,156.507526641361
166.16-3-89,16601600030890000000,15237,1827.78515625,172.891741598367
166.16-3-90,16601600030900000000,15238,3619.9296875,252.229997365259
166.16-3-91,16601600030910000000,15239,2192.95703125,237.474642881026
166.16-3-92,16601600030920000000,15240,1013.33984375,139.91997777472
166.16-3-93,16601600030930000000,15241,1009.15625,139.511463873043
166.16-3-94,16601600030940000000,15242,1004.9765625,139.102947384567
166.16-3-95,16601600030950000000,15243,1000.79296875,138.694431880266
166.18-1-1.1,16601800010010100000,15244,25363.78515625,1041.79512061521
166.18-1-1.2,16601800010010200000,15245,6782.24609375,584.384660235365
166.18-1-10,16601800010100000000,15246,8305.94921875,368.534048520386
166.18-1-11,16601800010110000000,15247,4209.3984375,279.682536862879
166.18-1-12,16601800010120000000,15248,4472.12109375,281.273258706216
166.18-1-13.1,16601800010130100000,15249,5552.78515625,299.826872602287
166.18-1-13.2,16601800010130200000,15250,10881.55078125,421.739454957112
166.18-1-14.1,16601800010140100000,15251,7285.01953125,387.817468327726
166.18-1-14.2,16601800010140200000,15252,2086.9140625,225.34822927628
166.18-1-15.1,16601800010150100000,15253,1236.80859375,164.464030534538
166.18-1-15.2,16601800010150200000,15254,5748.33203125,321.337344473892
166.18-1-16,16601800010160000000,15255,1347.5546875,167.549343337743
166.18-1-17,16601800010170000000,15256,1246.56640625,163.850416096057
166.18-1-18,16601800010180000000,15257,1968.18359375,187.370864449122
166.18-1-19,16601800010190000000,15258,1819.6796875,177.350994577562
166.18-1-2,16601800010020000000,15259,73365.15234375,1592.10266994707
166.18-1-20,16601800010200000000,15260,1153.33203125,142.798316985495
166.18-1-21,16601800010210000000,15261,437.10546875,84.9841467446889
166.18-1-22,16601800010220000000,15262,474.765625,87.5904975924937
166.18-1-23,16601800010230000000,15263,1047.46875,188.864495991655
166.18-1-24,16601800010240000000,15264,1436.90625,197.454025790169
166.18-1-25,16601800010250000000,15265,1289.16796875,192.71515243998
166.18-1-26,16601800010260000000,15266,9731.96484375,406.0675996006
166.18-1-28,16601800010280000000,15267,4397.29296875,463.990525184808
166.18-1-29.1,16601800010290010000,15268,27853.48046875,693.435293574789
166.18-1-29.2,16601800010290020000,15269,7534.21875,355.799609579623
166.18-1-3,16601800010030000000,15270,7561.015625,582.140079430155
166.18-1-30,16601800010300000000,15271,15713.0234375,541.145441118634
166.18-1-31.1,16601800010310100000,15272,8900.609375,438.623570847647
166.18-1-31.2,16601800010310200000,15273,7073.5078125,361.541177456349
166.18-1-4,16601800010040000000,15274,16502.1015625,586.155302650003
166.18-1-5,16601800010050000000,15275,7394.84375,356.828488458474
166.18-1-6,16601800010060000000,15276,36348.01171875,1012.93226001308
166.18-1-7,16601800010070000000,15277,6661.41796875,347.320349309933
166.18-1-8,16601800010080000000,15278,10698.03125,418.697680141511
166.18-1-9,16601800010090000000,15279,4582.46875,300.454462303963
166.18-2-1,16601800020010000000,15280,1879.25390625,195.71984713952
166.18-2-10,16601800020100000000,15281,1578.29296875,169.07191859182
166.18-2-11,16601800020110000000,15282,1953.52734375,188.05158309293
166.18-2-12,16601800020120000000,15283,529.2421875,96.7858630142862
166.18-2-13,16601800020130000000,15284,1054.7734375,132.340850303564
166.18-2-14,16601800020140000000,15285,1529.578125,167.23990879323
166.18-2-15,16601800020150000000,15286,1539.96484375,168.776337926099
166.18-2-16,16601800020160000000,15287,929.99609375,150.192286772847
166.18-2-17,16601800020170000000,15288,1015.63671875,132.099869454426
166.18-2-18,16601800020180000000,15289,426.40234375,83.4446634089172
166.18-2-19,16601800020190000000,15290,1100.796875,151.783041494176
166.18-2-2,16601800020020000000,15291,919.921875,144.041757222008
166.18-2-20,16601800020200000000,15292,1339.17578125,158.864336525193
166.18-2-21,16601800020210000000,15293,1353.62890625,159.097420669162
166.18-2-22,16601800020220000000,15294,1335.89453125,158.397817215806
166.18-2-23,16601800020230000000,15295,1508.71484375,166.070662718126
166.18-2-24,16601800020240000000,15296,798.48828125,116.561478326342
166.18-2-25,16601800020250000000,15297,775.84375,169.314108960783
166.18-2-26,16601800020260000000,15298,1597.49609375,170.816413864306
166.18-2-27,16601800020270000000,15299,1523.6953125,168.509291115122
166.18-2-28,16601800020280000000,15300,1611.8125,171.786673174298
166.18-2-29,16601800020290000000,15301,1583.35546875,171.057527364948
166.18-2-3,16601800020030000000,15302,2679.51953125,221.79472673368
166.18-2-30,16601800020300000000,15303,1591.53515625,171.586567450866
166.18-2-31,16601800020310000000,15304,1192.08984375,173.459390203902
166.18-2-4,16601800020040000000,15305,3155.9375,227.911256409336
166.18-2-5,16601800020050000000,15306,1617.61328125,172.467852832017
166.18-2-6,16601800020060000000,15307,1565.5625,170.74923383432
166.18-2-7,16601800020070000000,15308,1443.40625,166.649666368031
166.18-2-8,16601800020080000000,15309,1735.91796875,176.660000889013
166.18-2-9,16601800020090000000,15310,1541.21484375,169.421088858093
166.18-3-1,16601800030010000000,15311,2923.8046875,231.894503940843
166.18-3-10,16601800030100000000,15312,318.66796875,72.128174354699
166.18-3-11,16601800030110000000,15313,1755.0390625,214.584624244353
166.18-3-12,16601800030120000000,15314,1862.53515625,230.354106932844
166.18-3-13,16601800030130000000,15315,672.9375,115.264459321373
166.18-3-14,16601800030140000000,15316,836.203125,126.33697036809
166.18-3-15,16601800030150000000,15317,813.4765625,121.237631874062
166.18-3-16,16601800030160000000,15318,824.75390625,123.598247835637
166.18-3-17,16601800030170000000,15319,920.8671875,130.24725244235
166.18-3-18.1,16601800030180010000,15320,2234.2578125,203.413473351753
166.18-3-18.2,16601800030180020000,15321,422.69140625,149.49994660605
166.18-3-19,16601800030190000000,15322,1578.5,185.978061616935
166.18-3-20,16601800030200000000,15323,697.73828125,107.295565798998
166.18-3-21,16601800030210000000,15324,695.46875,107.990426613446
166.18-3-22,16601800030220000000,15325,394,83.0101102766244
166.18-3-23,16601800030230000000,15326,1888.296875,256.390387517004
166.18-3-24,16601800030240000000,15327,1660.609375,203.138696768414
166.18-3-25,16601800030250000000,15328,2419.90625,221.296468412489
166.18-3-26,16601800030260000000,15329,938.98046875,132.66559109094
166.18-3-27,16601800030270000000,15330,1402.328125,150.406345532501
166.18-3-28,16601800030280000000,15331,938.09765625,132.578233712079
166.18-3-29,16601800030290000000,15332,2084.69921875,211.328696102985
166.18-3-3,16601800030030000000,15333,1715.16796875,175.756783947787
166.18-3-30,16601800030300000000,15334,571.71484375,102.455186435733
166.18-3-31,16601800030310000000,15335,677.3984375,107.925815371562
166.18-3-32,16601800030320000000,15336,718.421875,111.035486005279
166.18-3-33,16601800030330000000,15337,804.67578125,115.220769788235
166.18-3-34,16601800030340000000,15338,1959.12109375,216.806348200863
166.18-3-35,16601800030350000000,15339,1823.91015625,213.289850533133
166.18-3-36,16601800030360000000,15340,1336.7421875,181.424124043071
166.18-3-37,16601800030370000000,15341,862.5390625,128.783404214603
166.18-3-38,16601800030380000000,15342,1166.87890625,141.903034891391
166.18-3-39,16601800030390000000,15343,863.2890625,189.382417931111
166.18-3-4,16601800030040000000,15344,1238.7578125,147.834908682667
166.18-3-40,16601800030400000000,15345,1875.828125,212.696400859317
166.18-3-41,16601800030410000000,15346,531.07421875,93.913049488928
166.18-3-42,16601800030420000000,15347,774.3984375,111.376393291748
166.18-3-43,16601800030430000000,15348,2802.984375,224.350080783426
166.18-3-46,16601800030460000000,15349,2317.58984375,209.606641907106
166.18-3-5,16601800030050000000,15350,1713.06640625,166.663656895592
166.18-3-53,16601800030530000000,15351,4319.5234375,400.360947291913
166.18-3-55,16601800030550000000,15352,503.19140625,96.815189529887
166.18-3-56,16601800030560000000,15353,469.28515625,94.7145495159996
166.18-3-57,16601800030570000000,15354,596.1484375,102.298291976848
166.18-3-58,16601800030580000000,15355,1315.57421875,145.702340230466
166.18-3-59,16601800030590000000,15356,832.80078125,116.458422230578
166.18-3-6,16601800030060000000,15357,944.97265625,139.325789427664
166.18-3-60,16601800030600000000,15358,789.19140625,113.771325191351
166.18-3-61,16601800030610000000,15359,908.7890625,127.020263607596
166.18-3-7,16601800030070000000,15360,816.09765625,156.387932217986
166.18-3-8,16601800030080000000,15361,2168.31640625,239.502162635456
166.18-3-9,16601800030090000000,15362,1943.96875,222.024116208079
166.19-1-1,16601900010010000000,15363,923.16015625,127.847852684778
