PIN,SBL,OBJECTID,Shape__Area,Shape__Length
166.19-1-10,16601900010100000000,15364,931.4453125,125.248292207868
166.19-1-11,16601900010110000000,15365,796.01953125,118.04682188374
166.19-1-12,16601900010120000000,15366,937.48828125,125.360486099652
166.19-1-13,16601900010130000000,15367,921.5859375,124.409201289821
166.19-1-14,16601900010140000000,15368,1888.4453125,179.022356705931
166.19-1-16,16601900010160000000,15369,568.34765625,109.690231805872
166.19-1-17,16601900010170000000,15370,845.36328125,123.469920212505
166.19-1-18,16601900010180000000,15371,1014.3125,132.25331170391
166.19-1-19,16601900010190000000,15372,824.6171875,125.31320171311
166.19-1-2,16601900010020000000,15373,1175.109375,163.145245066733
166.19-1-20,16601900010200000000,15374,3845.01953125,294.923606211752
166.19-1-21,16601900010210000000,15375,640.08984375,104.974580768024
166.19-1-22,16601900010220000000,15376,833.4921875,117.993800614554
166.19-1-23,16601900010230000000,15377,549.8515625,101.654581304303
166.19-1-24,16601900010240000000,15378,389.17578125,92.8241697972994
166.19-1-25,16601900010250000000,15379,585.98046875,104.173780308631
166.19-1-26,16601900010260000000,15380,786.51953125,112.202925765159
166.19-1-27,16601900010270000000,15381,942.109375,126.036598864112
166.19-1-28,16601900010280000000,15382,474.359375,101.608482040946
166.19-1-29,16601900010290000000,15383,475.16015625,101.734358113599
166.19-1-3,16601900010030000000,15384,2502.3671875,201.485492365862
166.19-1-30.2,16601900010300020000,15385,742.1953125,117.677410622647
166.19-1-31,16601900010310000000,15386,669.2109375,114.060958934571
166.19-1-32,16601900010320000000,15387,632.1640625,109.515448974223
166.19-1-33,16601900010330000000,15388,626.859375,109.142720957054
166.19-1-34,16601900010340000000,15389,584.02734375,98.2434792121889
166.19-1-35,16601900010350000000,15390,705.140625,118.271715565557
166.19-1-36,16601900010360000000,15391,1249.34765625,150.6440636378
166.19-1-37,16601900010370000000,15392,2840.5390625,235.375663470837
166.19-1-38,16601900010380000000,15393,1979.1328125,209.30126157874
166.19-1-39,16601900010390000000,15394,1935.984375,203.411563441611
166.19-1-4,16601900010040000000,15395,1234.40234375,158.981153898454
166.19-1-40,16601900010400000000,15396,1862.62890625,199.357572444781
166.19-1-41,16601900010410000000,15397,1551.0625,189.386159367342
166.19-1-42,16601900010420000000,15398,1262.24609375,177.571039564756
166.19-1-43,16601900010430000000,15399,846.87890625,161.819525450025
166.19-1-44,16601900010440000000,15400,1587.39453125,182.706859065345
166.19-1-45,16601900010450000000,15401,708.98046875,143.928167053733
166.19-1-46,16601900010460000000,15402,2117.8046875,187.774108473927
166.19-1-47,16601900010470000000,15403,449.890625,105.183461834263
166.19-1-48,16601900010480000000,15404,2495.34765625,213.515723695737
166.19-1-49,16601900010490000000,15405,1582.375,175.203480880244
166.19-1-5,16601900010050000000,15406,976.48828125,127.187068754113
166.19-1-50,16601900010500000000,15407,634.94921875,103.306021051431
166.19-1-51,16601900010510000000,15408,633.16796875,102.591870034306
166.19-1-52,16601900010520000000,15409,2279.359375,192.557470432294
166.19-1-53,16601900010530000000,15410,2433.6328125,286.038354188925
166.19-1-54,16601900010540000000,15411,1317.1796875,171.255766222976
166.19-1-55,16601900010550000000,15412,1335.671875,168.196112900088
166.19-1-57,16601900010570000000,15413,2365.36328125,199.174424612731
166.19-1-58,16601900010580000000,15414,1176.36328125,153.721587041653
166.19-1-6,16601900010060000000,15415,1274.26953125,147.391760390507
166.19-1-7,16601900010070000000,15416,1161.58203125,146.626964405443
166.19-1-8,16601900010080000000,15417,1403.83984375,160.266689421952
166.19-1-9,16601900010090000000,15418,2082.82421875,193.191272652224
166.19-2-1,16601900020010000000,15419,825.09765625,117.395660168709
166.19-2-10,16601900020100000000,15420,1026.66015625,141.695971106618
166.19-2-11,16601900020110000000,15421,1153.3984375,144.355421213561
166.19-2-12,16601900020120000000,15422,1012.15625,147.340824463554
166.19-2-13,16601900020130000000,15423,1118.2265625,142.844302709795
166.19-2-15,16601900020150000000,15424,3123.16015625,226.890348104169
166.19-2-16,16601900020160000000,15425,3622.46875,251.723229654176
166.19-2-17,16601900020170000000,15426,422.84375,85.4321863827435
166.19-2-18,16601900020180000000,15427,2082.63671875,183.345726901699
166.19-2-19,16601900020190000000,15428,607.24609375,123.747825239919
166.19-2-2,16601900020020000000,15429,771.265625,116.567061995352
166.19-2-20,16601900020200000000,15430,844.921875,144.286885524807
166.19-2-21,16601900020210000000,15431,828.6171875,117.408504726098
166.19-2-22,16601900020220000000,15432,313.734375,82.2657271129282
166.19-2-23,16601900020230000000,15433,306.62109375,81.9633905326212
166.19-2-24,16601900020240000000,15434,223.515625,64.5750210425291
166.19-2-25,16601900020250000000,15435,418.53125,103.553548182933
166.19-2-26,16601900020260000000,15436,402.74609375,102.554642641867
166.19-2-27,16601900020270000000,15437,387.5703125,101.578096416958
166.19-2-28,16601900020280000000,15438,1205.37890625,143.643866247154
166.19-2-3,16601900020030000000,15439,1749.21484375,168.812117712848
166.19-2-30,16601900020300000000,15440,825.5,140.688545954365
166.19-2-33,16601900020330000000,15441,5517.57421875,305.653792733402
166.19-2-36,16601900020360000000,15442,403.96875,81.3918559079936
166.19-2-37,16601900020370000000,15443,3607.09765625,262.62002084045
166.19-2-4,16601900020040000000,15444,1663.25390625,164.103391463098
166.19-2-41,16601900020410000000,15445,384.515625,100.275640428431
166.19-2-42,16601900020420000000,15446,1079.3125,178.791448898539
166.19-2-43,16601900020430000000,15447,1227.04296875,181.843737378381
166.19-2-44,16601900020440000000,15448,1201.57421875,161.993383271474
166.19-2-45,16601900020450000000,15449,1271.97265625,162.192875678712
166.19-2-46,16601900020460000000,15450,1580.296875,185.225994491558
166.19-2-47,16601900020470000000,15451,1075.3984375,142.508179075885
166.19-2-48,16601900020480000000,15452,1751.79296875,220.443061538615
166.19-2-50,16601900020500000000,15453,2339.69140625,204.57612974532
166.19-2-51,16601900020510000000,15454,1130.90234375,152.298242359975
166.19-2-52.1,16601900020520010000,15455,1266.5625,157.655375269059
166.19-2-52.2,16601900020520020000,15456,179,69.538636738741
166.19-2-53,16601900020530000000,15457,757.15625,115.366385757765
166.19-2-54,16601900020540000000,15458,696.7578125,117.242627537268
166.19-2-55,16601900020550000000,15459,702.0703125,117.027814131279
166.19-2-56,16601900020560000000,15460,790.5546875,122.606306580108
166.19-2-58,16601900020580000000,15461,2210.2265625,199.881899861335
166.19-2-59,16601900020590000000,15462,582.28125,111.406878868052
166.19-2-60,16601900020600000000,15463,779.65625,120.855654449334
166.19-2-61,16601900020610000000,15464,1299.8984375,145.769610940693
166.19-2-62,16601900020620000000,15465,754.8671875,119.65226265378
166.19-2-63,16601900020630000000,15466,1019.984375,132.355502277825
166.19-2-64,16601900020640000000,15467,794.49609375,125.104555121932
166.19-2-65.1,16601900020650010000,15468,2002.19921875,221.463651995912
166.19-2-65.2,16601900020650020000,15469,183.39453125,97.6384454879101
166.19-2-66,16601900020660000000,15470,1220.79296875,142.395723409814
166.19-2-67,16601900020670000000,15471,1077.8515625,135.586983327896
166.19-2-68,16601900020680000000,15472,818.328125,122.4356556395
166.19-2-69,16601900020690000000,15473,423,98.6904323212473
166.19-2-7.1, ,15474,4610.15625,301.658327299147
166.19-2-7.2, ,15475,803.74609375,125.571135021713
166.19-2-70,16601900020700000000,15476,1340.37109375,147.916240567083
166.19-2-74,16601900020740000000,15477,384.88671875,83.4632191107046
166.19-2-75,16601900020750000000,15478,1106.1328125,137.408145967867
166.19-2-76,16601900020760000000,15479,1083.37109375,136.22355193828
166.19-2-77,16601900020770000000,15480,942.29296875,127.303393647435
166.19-2-78,16601900020780000000,15481,2132.4765625,185.165776439256
166.19-2-80,16601900020800000000,15482,754.70703125,121.173148469567
166.19-2-81,16601900020810000000,15483,1182.7109375,141.005196599272
166.19-2-82,16601900020820000000,15484,1214.546875,142.418349198764
166.19-2-83,16601900020830000000,15485,615.98828125,104.614949520432
166.19-2-84,16601900020840000000,15486,691.796875,118.290691408876
166.19-2-85,16601900020850000000,15487,1975.4609375,178.254618498847
166.19-2-86,16601900020860000000,15488,980.0859375,136.508078496129
166.19-2-9,16601900020090000000,15489,1175.68359375,155.699185554933
166.19-3-1,16601900030010000000,15490,7921.5703125,404.699578545711
166.19-3-10,16601900030100000000,15491,1326.01953125,170.599347001504
166.19-3-11,16601900030110000000,15492,1328.8828125,170.562061119788
166.19-3-12,16601900030120000000,15493,1732.6875,182.902140971512
166.19-3-13,16601900030130000000,15494,2471.40625,209.425312178607
166.19-3-14,16601900030140000000,15495,1349.88671875,149.076068262547
166.19-3-15,16601900030150000000,15496,2067.40234375,191.670731070906
166.19-3-16,16601900030160000000,15497,1552.23046875,176.076653805383
166.19-3-17,16601900030170000000,15498,2409.71484375,203.567074706528
166.19-3-18,16601900030180000000,15499,1498.1171875,176.056237654683
166.19-3-19,16601900030190000000,15500,877.83984375,131.49654651931
166.19-3-2,16601900030020000000,15501,5410.140625,294.741405066123
166.19-3-20,16601900030200000000,15502,621.2578125,127.85974125501
166.19-3-21,16601900030210000000,15503,2805.25,222.800904672711
166.19-3-27,16601900030270000000,15504,397.23046875,97.6362654836494
166.19-3-28,16601900030280000000,15505,350.875,95.2431857103407
166.19-3-29,16601900030290000000,15506,378.17578125,96.674967356551
166.19-3-3,16601900030030000000,15507,2227.19140625,199.012477151329
166.19-3-31,16601900030310000000,15508,832.9296875,120.297377199573
166.19-3-32,16601900030320000000,15509,377.30859375,96.6607837073122
166.19-3-33,16601900030330000000,15510,464.65234375,101.210068136937
166.19-3-34,16601900030340000000,15511,1319.77734375,148.752671510145
166.19-3-35,16601900030350000000,15512,1846.359375,183.540607461573
166.19-3-36,16601900030360000000,15513,805.109375,119.85097045472
166.19-3-37,16601900030370000000,15514,1171.4140625,159.507202038611
166.19-3-38,16601900030380000000,15515,1610.2890625,173.802987977946
166.19-3-39,16601900030390000000,15516,1629.5546875,174.149985704438
166.19-3-4,16601900030040000000,15517,970.2890625,157.467961409337
166.19-3-40,16601900030400000000,15518,1614.515625,173.353706691681
166.19-3-41,16601900030410000000,15519,1589.8125,172.24186143026
166.19-3-42,16601900030420000000,15520,772.1328125,115.829561611034
166.19-3-43,16601900030430000000,15521,1650.5078125,175.465422992728
166.19-3-44,16601900030440000000,15522,1645.39453125,174.731392971676
166.19-3-45,16601900030450000000,15523,1605.171875,172.818182674706
166.19-3-46,16601900030460000000,15524,3107.03125,223.255250700069
166.19-3-47.1,16601900030470010000,15525,1740.9296875,178.843230886134
166.19-3-47.2,16601900030470020000,15526,111.0390625,83.1393094427807
166.19-3-48,16601900030480000000,15527,2623.82421875,208.566824022948
166.19-3-49,16601900030490000000,15528,2593.05859375,207.152291889853
166.19-3-5,16601900030050000000,15529,947.1796875,154.51606709169
166.19-3-50,16601900030500000000,15530,3825.5,303.448151474313
166.19-3-51,16601900030510000000,15531,5188.8515625,306.606951600913
166.19-3-52,16601900030520000000,15532,2606.23828125,209.439171999276
166.19-3-53,16601900030530000000,15533,2410.89453125,202.328181340068
166.19-3-54,16601900030540000000,15534,1472.5234375,158.733061982157
166.19-3-55,16601900030550000000,15535,1161.85546875,161.527254572786
166.19-3-56,16601900030560000000,15536,272.11328125,98.3081497463505
166.19-3-57,16601900030570000000,15537,461,119.696636115634
166.19-3-58,16601900030580000000,15538,873.6171875,149.64727854577
166.19-3-59,16601900030590000000,15539,317.28515625,75.4517272437565
166.19-3-6,16601900030060000000,15540,575.51171875,97.1827641264651
166.19-3-60,16601900030600000000,15541,332.28125,99.1455575551651
166.19-3-61,16601900030610000000,15542,508.46875,105.770226882057
166.19-3-62,16601900030620000000,15543,474.69140625,100.786390974494
166.19-3-63,16601900030630000000,15544,1417.3828125,161.709536167744
166.19-3-64,16601900030640000000,15545,4055.62109375,252.721557868784
166.19-3-65,16601900030650000000,15546,911.18359375,145.615346626004
166.19-3-66,16601900030660000000,15547,1119.390625,163.361662243397
166.19-3-67,16601900030670000000,15548,1648.96484375,251.169025046981
166.19-3-68,16601900030680000000,15549,1572.3203125,263.779431159979
166.19-3-69,16601900030690000000,15550,1251.08203125,170.374503588669
166.19-3-7,16601900030070000000,15551,2387.66796875,221.792277496401
166.19-3-70,16601900030700000000,15552,722.59765625,125.230925654179
166.19-3-71,16601900030710000000,15553,744.98046875,126.106103705342
166.19-3-72,16601900030720000000,15554,763.45703125,126.815385856734
166.19-3-73,16601900030730000000,15555,914.0859375,133.127099792867
166.19-3-74,16601900030740000000,15556,1517.1953125,181.189578101056
166.19-3-75,16601900030750000000,15557,4602.11328125,294.552655470011
166.19-3-76,16601900030760000000,15558,1022.17578125,163.018470738845
166.19-3-77,16601900030770000000,15559,1141.79296875,167.534923893551
166.19-3-78,16601900030780000000,15560,1271.1640625,192.878847456595
166.19-3-79,16601900030790000000,15561,803.71484375,164.012082003543
166.19-3-8,16601900030080000000,15562,6882.34375,370.635179292628
166.19-3-80,16601900030800000000,15563,538.2734375,93.6159478231267
166.19-3-81,16601900030810000000,15564,578.859375,96.3651769067845
166.19-3-82,16601900030820000000,15565,999.54296875,136.953542341427
166.19-3-83,16601900030830000000,15566,1123.234375,181.06387110445
166.19-3-84,16601900030840000000,15567,832.328125,121.979376031249
166.19-3-85,16601900030850000000,15568,298.84375,69.8034141213626
166.19-3-86,16601900030860000000,15569,709.234375,111.150913035992
166.19-3-87,16601900030870000000,15570,1136.01953125,144.018306017814
166.19-3-88,16601900030880000000,15571,804.84375,129.441008249309
166.19-3-89,16601900030890000000,15572,586.859375,119.54115214918
166.19-3-9,16601900030090000000,15573,7958.44140625,375.27488290642
166.19-3-90,16601900030900000000,15574,1131.6328125,141.876226570196
166.19-4-1,16601900040010000000,15575,2440.6953125,223.243557449517
166.19-4-10,16601900040100000000,15576,1528.03515625,174.20463673727
166.19-4-11,16601900040110000000,15577,1544.5625,174.315058391383
166.19-4-12,16601900040120000000,15578,2825.58984375,217.017217626893
166.19-4-14,16601900040140000000,15579,661.14453125,105.041476929926
166.19-4-15,16601900040150000000,15580,523.8984375,125.936307672618
166.19-4-16,16601900040160000000,15581,545.3203125,100.468073276902
166.19-4-17,16601900040170000000,15582,828.13671875,116.614259117661
166.19-4-19,16601900040190000000,15583,1101.15625,135.899721076086
166.19-4-2,16601900040020000000,15584,2799.97265625,281.604987679292
166.19-4-20,16601900040200000000,15585,977.6640625,138.74134508805
166.19-4-21,16601900040210000000,15586,1461.24609375,162.134509016329
166.19-4-22,16601900040220000000,15587,1924.91015625,194.654902831569
166.19-4-23,16601900040230000000,15588,1851.6015625,192.400848431104
166.19-4-24,16601900040240000000,15589,1864.8125,192.628781112323
166.19-4-25,16601900040250000000,15590,1878.125,192.834212762181
166.19-4-26,16601900040260000000,15591,4733.51953125,289.578535172649
166.19-4-27,16601900040270000000,15592,1746.1171875,170.107464055891
166.19-4-29,16601900040290000000,15593,1121.84375,151.293787977554
166.19-4-3,16601900040030000000,15594,2212.00390625,200.165845815972
